10048	0
9615	0
13407	0
17473	0
14387	0
22350	0
16415	0
7919	0
8548	0
18110	0
5602	0
12942	0
7338	0
8527	0
7671	0
14514	0
7331	0
2481	0
1408	0
17709	0
18244	0
9462	0
2749	0
19596	0
1392	0
18814	0
14102	0
9276	0
18466	0
4185	0
15919	0
149	0
6693	0
7640	0
6440	0
14315	0
15391	0
482	0
5814	0
18683	0
22244	0
1627	0
21690	0
7252	0
3461	0
908	0
7602	0
5408	0
727	0
10344	0
10863	0
10633	0
4833	0
14545	0
22000	0
7239	0
9772	0
7297	0
15312	0
7829	0
10027	0
22787	0
18943	0
17638	0
1240	0
20852	0
5569	0
365	0
13243	0
13016	0
10670	0
13054	0
11562	0
1763	0
10062	1
10061	1
12484	1
8152	1
8150	1
8151	1
17164	1
13402	1
165	1
17010	1
8094	1
7309	1
6325	1
2402	1
7758	1
22180	1
2014	1
13166	1
13167	1
19278	1
10351	1
18161	1
1793	1
18562	1
2855	1
6993	1
5753	1
2073	1
6091	1
10445	1
15294	1
18001	1
1068	1
14990	1
21985	1
9681	1
1708	1
21988	1
20360	1
14461	1
6396	1
7388	1
13499	1
4979	1
8709	1
923	1
18412	1
7890	1
1660	1
11809	1
15747	1
16498	1
20615	1
21661	1
17785	1
15917	1
21666	1
12858	1
3274	1
12717	1
5526	1
5769	1
11560	1
20500	1
2892	1
9146	1
2821	1
8322	1
21993	1
13757	1
21997	1
12508	1
12097	1
1659	1
11937	1
4965	1
13224	1
10857	1
14946	1
9153	1
2760	1
19848	1
6931	1
16040	1
15404	1
11128	1
12723	1
5482	1
11003	1
1435	1
13183	1
4297	1
12033	1
17945	1
646	1
12120	1
12122	1
13030	1
2592	1
21128	1
1342	1
21048	1
19364	1
8740	1
17939	1
1870	1
2807	1
19292	1
7662	1
19119	1
12567	1
12566	1
10912	1
10913	1
11813	1
4985	1
15800	1
14832	1
11246	1
10648	1
8102	1
9503	1
15093	1
15094	1
6800	1
15011	1
5595	1
16639	1
15792	1
22268	1
7000	1
7649	1
4602	1
10094	1
1800	1
5713	1
11064	1
2159	1
19588	1
9948	1
15262	1
6494	1
13221	1
14978	1
10473	1
6492	1
14769	1
3860	1
22602	1
14796	1
22118	1
3063	1
13185	1
13187	1
17941	1
13182	1
2948	1
18564	1
8271	1
17514	1
2136	1
13179	1
10352	1
5351	1
12118	1
12119	1
14883	1
5608	1
6994	1
9427	1
10071	1
7571	1
17506	1
10072	1
18549	1
3911	1
12882	1
12880	1
20385	1
11555	1
12600	1
17664	1
22068	1
17662	1
21049	1
4157	1
1044	1
4664	1
19124	1
2084	1
18431	1
4767	1
18438	1
10943	1
13172	1
22193	1
13174	1
13176	1
19851	1
18030	1
16002	1
10563	1
21677	1
3062	1
6471	1
3935	1
12812	1
17884	1
22368	1
19427	1
8532	1
17716	1
9440	1
3976	1
11129	1
17715	1
21356	1
8393	1
13429	1
14205	1
16618	1
14695	1
12312	1
12313	1
20712	1
18565	1
22194	1
15062	1
20487	1
2947	1
10334	1
15270	1
2901	1
705	1
11554	1
10897	1
100	1
18746	1
5626	1
21620	1
14847	1
21987	1
22179	1
2546	1
961	1
21850	1
2479	1
6306	1
10095	1
542	1
546	1
8141	1
22755	1
13223	1
633	1
3483	1
1801	1
17044	1
18567	1
7600	1
8806	1
17073	1
11095	1
7473	1
5633	1
195	1
5792	1
17538	1
11628	1
19731	1
19743	1
10350	1
3683	1
3684	1
9340	1
13814	1
216	1
16160	1
17142	1
17952	1
154	1
1349	1
15367	1
10066	2
15456	2
9477	2
4576	2
10218	2
15761	2
20076	2
20765	2
7596	2
4384	2
19858	2
15994	2
10956	2
10955	2
19375	2
21346	2
719	2
8436	2
8140	2
15698	2
22247	2
