2;1;9.3141
3;1;9.313
4;1;9.438
5;1;9.4185
6;1;9.1119
7;1;10.415
8;1;9.1462
9;1;8.8312
10;1;9.0899
11;1;9.0286
12;1;9.0416
13;1;9.2452
14;1;9.1864
15;1;9.0469
16;1;9.3922
17;1;9.1423
18;1;9.2417
19;1;9.3318
20;1;9.4106
21;1;9.5754
22;1;9.4286
23;1;9.3648
24;1;9.3899
25;1;9.4796
26;1;8.7327
27;1;9.2551
28;1;9.311
29;1;9.4225
30;1;9.3258
31;1;9.069
32;1;9.0107
33;1;9.2491
34;1;9.3036
35;1;9.2436
36;1;9.1141
37;1;9.3228
38;1;9.1268
39;1;8.8237
40;1;9.6695
41;1;9.6458
42;1;9.369
43;1;9.3459
44;1;9.2951
45;1;9.1942
46;1;9.277
47;1;9.4839
48;1;9.3824
49;1;9.2993
50;1;9.1495
51;1;9.4363
52;1;9.2692
53;1;9.2734
54;1;8.9693
55;1;9.1869
56;1;9.0997
57;1;9.0497
58;1;9.5462
59;1;9.2935
60;1;9.4932
61;1;8.9403
62;1;9.4684
63;1;9.3305
64;1;9.2621
65;1;9.2167
66;1;10.449
67;1;8.5697
68;1;9.1521
69;1;8.9944
70;1;9.189
71;1;8.9928
72;1;8.9264
73;1;8.9616
74;1;8.967
75;1;8.9689
76;1;9.7337
77;1;8.2081
78;1;9.3112
79;1;9.4689
80;1;9.441
3;2;7.1442
4;2;8.5093
5;2;8.4524
6;2;7.731
7;2;10.325
8;2;8.2362
9;2;8.66
10;2;8.2898
11;2;8.0954
12;2;8.1873
13;2;8.4393
14;2;8.1568
15;2;7.9763
16;2;8.4497
17;2;8.4449
18;2;8.5106
19;2;8.5067
20;2;8.6253
21;2;8.7938
22;2;8.7115
23;2;8.8763
24;2;8.8131
25;2;8.8807
26;2;7.7142
27;2;8.5294
28;2;8.5844
29;2;8.5979
30;2;8.4318
31;2;8.299
32;2;8.1637
33;2;8.5414
34;2;8.3716
35;2;8.5438
36;2;8.3314
37;2;8.4994
38;2;8.3838
39;2;7.8382
40;2;9.3698
41;2;9.217
42;2;8.689
43;2;8.6147
44;2;8.2158
45;2;8.6897
46;2;8.59
47;2;8.6748
48;2;8.5603
49;2;8.8104
50;2;8.2395
51;2;8.513
52;2;8.1725
53;2;8.5095
54;2;7.9846
55;2;8.2489
56;2;8.1433
57;2;8.2321
58;2;8.3739
59;2;8.5175
60;2;8.3876
61;2;8.4615
62;2;8.6418
63;2;8.5751
64;2;8.2987
65;2;8.4179
66;2;10.44
67;2;8.9051
68;2;8.5359
69;2;8.4258
70;2;8.6003
71;2;8.2494
72;2;7.8788
73;2;8.389
74;2;8.4042
75;2;8.7504
76;2;8.5273
77;2;9.1001
78;2;8.4811
79;2;8.4038
80;2;8.701
4;3;8.3233
5;3;8.3599
6;3;8.0437
7;3;10.325
8;3;8.1151
9;3;8.4756
10;3;8.2246
11;3;7.9802
12;3;8.132
13;3;8.2513
14;3;8.0699
15;3;7.916
16;3;8.2476
17;3;8.3454
18;3;8.3941
19;3;8.3257
20;3;8.4642
21;3;8.5875
22;3;8.4769
23;3;8.7144
24;3;8.7083
25;3;8.706
26;3;7.703
27;3;8.3681
28;3;8.4105
29;3;8.4463
30;3;8.1954
31;3;8.3333
32;3;8.1409
33;3;8.299
34;3;8.1284
35;3;8.2944
36;3;8.1203
37;3;8.3671
38;3;8.3038
39;3;7.623
40;3;9.4393
41;3;9.3244
42;3;8.7345
43;3;8.505
44;3;8.1044
45;3;8.7712
46;3;8.5275
47;3;8.4921
48;3;8.5566
49;3;8.8604
50;3;8.1701
51;3;8.399
52;3;8.2313
53;3;8.4604
54;3;7.9214
55;3;8.1798
56;3;8.0677
57;3;7.9592
58;3;8.5199
59;3;8.4712
60;3;8.131
61;3;8.3049
62;3;8.4591
63;3;8.369
64;3;8.0717
65;3;8.3337
66;3;10.25
67;3;8.8418
